General happiness,Gss year for this respondent                       
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Not too happy,2016
Not too happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Not too happy,2016
Not too happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Not too happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Not too happy,2016
Not too happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Not too happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
No answer,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Not too happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Not too happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Very happy,2016
Very happy,2016
Very happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Very happy,2016
Pretty happy,2016
Pretty happy,2016
Not too happy,2016
Not too happy,2016
Pretty happy,2016
